Audiogram ID,Latin name,Source long,Source short,DOI,Measurements,sex,Name of the animal,Life stage,Age min in months,Age max in months,Status of liberty,Duration in captivity in months,Name of the Facility,Latitude,Longitude,Position of the animal,Distance to sound source in m,Test environment,Medium,Method,Position of the 1st electrode,Position of the 2nd electrode,Position of the 3rd electrode,Year of experiment start,Year of experiment end,Calibration,Threshold determination info in percent,Duration of test tone,Form of the tone,Staircase procedure,Method of constants,Form of the sound,Sedated,Sedation details,Frequency in kHz,SPL,SPL reference
"241","Phoca vitulina","Cunningham, K. A., Southall, B. L., & Reichmuth, C. (2014). Auditory sensitivity of seals and sea lions in complex listening scenarios. The Journal of the Acoustical Society of America, 136(6), 3410Ã¢Â€Â“3421. doi:10.1121/1.4900568","Cunningham, Southall & Reichmuth, 2014","10.1121/1.4900568","None","male","Sprouts (NOA0001707)","adult","None","None","captive","None","Long Marine Laboratory at the University of California at Santa Cruz, USA","36.9506","-122.065","totally underwater","None","Tests were conducted in an outdoor, semi inground, circular, concrete test pool (7.6m diameter, 1.8m depth) filled with natural seawater ranging in temperature from 10 C-16 C.","water","behavioral: go - no go & touching a target","None","None","None","2013","2013","Prior to each experimental session, projected signals were calibrated using HTP software and the ambient noise in the test environment was measured using a B&K 2250 (BrÃ¼el & Kjaer A/S, Naerum, Denmark) sound-level meter connected to the Reson TC4032. In the calibration process, received signal SPLs were calculated within specific frequency bands, the limits of which changed depending on the signal. Received levels were measured within the full signal band limits, i.e., across a band encompassing all spectral energy of the particular signal. The frequency range of calibration was taken into account when calculating threshold predictions (as described below).","50.00","500.00","sinusoidal frequency modulated tone (FM)","yes","unknown","None","no","None","0.5","70.00","re 1 μPa"
"241","Phoca vitulina","Cunningham, K. A., Southall, B. L., & Reichmuth, C. (2014). Auditory sensitivity of seals and sea lions in complex listening scenarios. The Journal of the Acoustical Society of America, 136(6), 3410Ã¢Â€Â“3421. doi:10.1121/1.4900568","Cunningham, Southall & Reichmuth, 2014","10.1121/1.4900568","None","male","Sprouts (NOA0001707)","adult","None","None","captive","None","Long Marine Laboratory at the University of California at Santa Cruz, USA","36.9506","-122.065","totally underwater","None","Tests were conducted in an outdoor, semi inground, circular, concrete test pool (7.6m diameter, 1.8m depth) filled with natural seawater ranging in temperature from 10 C-16 C.","water","behavioral: go - no go & touching a target","None","None","None","2013","2013","Prior to each experimental session, projected signals were calibrated using HTP software and the ambient noise in the test environment was measured using a B&K 2250 (BrÃ¼el & Kjaer A/S, Naerum, Denmark) sound-level meter connected to the Reson TC4032. In the calibration process, received signal SPLs were calculated within specific frequency bands, the limits of which changed depending on the signal. Received levels were measured within the full signal band limits, i.e., across a band encompassing all spectral energy of the particular signal. The frequency range of calibration was taken into account when calculating threshold predictions (as described below).","50.00","500.00","sinusoidal frequency modulated tone (FM)","yes","unknown","None","no","None","2.0","62.00","re 1 μPa"
"241","Phoca vitulina","Cunningham, K. A., Southall, B. L., & Reichmuth, C. (2014). Auditory sensitivity of seals and sea lions in complex listening scenarios. The Journal of the Acoustical Society of America, 136(6), 3410Ã¢Â€Â“3421. doi:10.1121/1.4900568","Cunningham, Southall & Reichmuth, 2014","10.1121/1.4900568","None","male","Sprouts (NOA0001707)","adult","None","None","captive","None","Long Marine Laboratory at the University of California at Santa Cruz, USA","36.9506","-122.065","totally underwater","None","Tests were conducted in an outdoor, semi inground, circular, concrete test pool (7.6m diameter, 1.8m depth) filled with natural seawater ranging in temperature from 10 C-16 C.","water","behavioral: go - no go & touching a target","None","None","None","2013","2013","Prior to each experimental session, projected signals were calibrated using HTP software and the ambient noise in the test environment was measured using a B&K 2250 (BrÃ¼el & Kjaer A/S, Naerum, Denmark) sound-level meter connected to the Reson TC4032. In the calibration process, received signal SPLs were calculated within specific frequency bands, the limits of which changed depending on the signal. Received levels were measured within the full signal band limits, i.e., across a band encompassing all spectral energy of the particular signal. The frequency range of calibration was taken into account when calculating threshold predictions (as described below).","50.00","500.00","sinusoidal frequency modulated tone (FM)","yes","unknown","None","no","None","16.0","58.00","re 1 μPa"
"241","Phoca vitulina","Cunningham, K. A., Southall, B. L., & Reichmuth, C. (2014). Auditory sensitivity of seals and sea lions in complex listening scenarios. The Journal of the Acoustical Society of America, 136(6), 3410Ã¢Â€Â“3421. doi:10.1121/1.4900568","Cunningham, Southall & Reichmuth, 2014","10.1121/1.4900568","None","male","Sprouts (NOA0001707)","adult","None","None","captive","None","Long Marine Laboratory at the University of California at Santa Cruz, USA","36.9506","-122.065","totally underwater","None","Tests were conducted in an outdoor, semi inground, circular, concrete test pool (7.6m diameter, 1.8m depth) filled with natural seawater ranging in temperature from 10 C-16 C.","water","behavioral: go - no go & touching a target","None","None","None","2013","2013","Prior to each experimental session, projected signals were calibrated using HTP software and the ambient noise in the test environment was measured using a B&K 2250 (BrÃ¼el & Kjaer A/S, Naerum, Denmark) sound-level meter connected to the Reson TC4032. In the calibration process, received signal SPLs were calculated within specific frequency bands, the limits of which changed depending on the signal. Received levels were measured within the full signal band limits, i.e., across a band encompassing all spectral energy of the particular signal. The frequency range of calibration was taken into account when calculating threshold predictions (as described below).","50.00","500.00","sinusoidal frequency modulated tone (FM)","yes","unknown","None","no","None","38.0","70.00","re 1 μPa"
"243","Phoca vitulina","Cunningham, K. A., Southall, B. L., & Reichmuth, C. (2014). Auditory sensitivity of seals and sea lions in complex listening scenarios. The Journal of the Acoustical Society of America, 136(6), 3410Ã¢Â€Â“3421. doi:10.1121/1.4900568","Cunningham, Southall & Reichmuth, 2014","10.1121/1.4900568","None","male","Sprouts (NOA0001707)","adult","None","None","captive","None","Long Marine Laboratory at the University of California at Santa Cruz, USA","36.9506","-122.065","totally underwater","None","Tests were conducted in an outdoor, semi inground, circular, concrete test pool (7.6m diameter, 1.8m depth) filled with natural seawater ranging in temperature from 10 C-16 C.","water","behavioral: go - no go & touching a target","None","None","None","2013","2013","Prior to each experimental session, projected signals were calibrated using HTP software and the ambient noise in the test environment was measured using a B&K 2250 (BrÃ¼el & Kjaer A/S, Naerum, Denmark) sound-level meter connected to the Reson TC4032. In the calibration process, received signal SPLs were calculated within specific frequency bands, the limits of which changed depending on the signal. Received levels were measured within the full signal band limits, i.e., across a band encompassing all spectral energy of the particular signal. The frequency range of calibration was taken into account when calculating threshold predictions (as described below).","50.00","500.00","sinusoidal amplitude modulated tone (SAM)","yes","unknown","None","no","None","0.5","65.00","re 1 μPa"
"243","Phoca vitulina","Cunningham, K. A., Southall, B. L., & Reichmuth, C. (2014). Auditory sensitivity of seals and sea lions in complex listening scenarios. The Journal of the Acoustical Society of America, 136(6), 3410Ã¢Â€Â“3421. doi:10.1121/1.4900568","Cunningham, Southall & Reichmuth, 2014","10.1121/1.4900568","None","male","Sprouts (NOA0001707)","adult","None","None","captive","None","Long Marine Laboratory at the University of California at Santa Cruz, USA","36.9506","-122.065","totally underwater","None","Tests were conducted in an outdoor, semi inground, circular, concrete test pool (7.6m diameter, 1.8m depth) filled with natural seawater ranging in temperature from 10 C-16 C.","water","behavioral: go - no go & touching a target","None","None","None","2013","2013","Prior to each experimental session, projected signals were calibrated using HTP software and the ambient noise in the test environment was measured using a B&K 2250 (BrÃ¼el & Kjaer A/S, Naerum, Denmark) sound-level meter connected to the Reson TC4032. In the calibration process, received signal SPLs were calculated within specific frequency bands, the limits of which changed depending on the signal. Received levels were measured within the full signal band limits, i.e., across a band encompassing all spectral energy of the particular signal. The frequency range of calibration was taken into account when calculating threshold predictions (as described below).","50.00","500.00","sinusoidal amplitude modulated tone (SAM)","yes","unknown","None","no","None","2.0","63.00","re 1 μPa"
"243","Phoca vitulina","Cunningham, K. A., Southall, B. L., & Reichmuth, C. (2014). Auditory sensitivity of seals and sea lions in complex listening scenarios. The Journal of the Acoustical Society of America, 136(6), 3410Ã¢Â€Â“3421. doi:10.1121/1.4900568","Cunningham, Southall & Reichmuth, 2014","10.1121/1.4900568","None","male","Sprouts (NOA0001707)","adult","None","None","captive","None","Long Marine Laboratory at the University of California at Santa Cruz, USA","36.9506","-122.065","totally underwater","None","Tests were conducted in an outdoor, semi inground, circular, concrete test pool (7.6m diameter, 1.8m depth) filled with natural seawater ranging in temperature from 10 C-16 C.","water","behavioral: go - no go & touching a target","None","None","None","2013","2013","Prior to each experimental session, projected signals were calibrated using HTP software and the ambient noise in the test environment was measured using a B&K 2250 (BrÃ¼el & Kjaer A/S, Naerum, Denmark) sound-level meter connected to the Reson TC4032. In the calibration process, received signal SPLs were calculated within specific frequency bands, the limits of which changed depending on the signal. Received levels were measured within the full signal band limits, i.e., across a band encompassing all spectral energy of the particular signal. The frequency range of calibration was taken into account when calculating threshold predictions (as described below).","50.00","500.00","sinusoidal amplitude modulated tone (SAM)","yes","unknown","None","no","None","16.0","65.00","re 1 μPa"
"243","Phoca vitulina","Cunningham, K. A., Southall, B. L., & Reichmuth, C. (2014). Auditory sensitivity of seals and sea lions in complex listening scenarios. The Journal of the Acoustical Society of America, 136(6), 3410Ã¢Â€Â“3421. doi:10.1121/1.4900568","Cunningham, Southall & Reichmuth, 2014","10.1121/1.4900568","None","male","Sprouts (NOA0001707)","adult","None","None","captive","None","Long Marine Laboratory at the University of California at Santa Cruz, USA","36.9506","-122.065","totally underwater","None","Tests were conducted in an outdoor, semi inground, circular, concrete test pool (7.6m diameter, 1.8m depth) filled with natural seawater ranging in temperature from 10 C-16 C.","water","behavioral: go - no go & touching a target","None","None","None","2013","2013","Prior to each experimental session, projected signals were calibrated using HTP software and the ambient noise in the test environment was measured using a B&K 2250 (BrÃ¼el & Kjaer A/S, Naerum, Denmark) sound-level meter connected to the Reson TC4032. In the calibration process, received signal SPLs were calculated within specific frequency bands, the limits of which changed depending on the signal. Received levels were measured within the full signal band limits, i.e., across a band encompassing all spectral energy of the particular signal. The frequency range of calibration was taken into account when calculating threshold predictions (as described below).","50.00","500.00","sinusoidal amplitude modulated tone (SAM)","yes","unknown","None","no","None","38.0","67.00","re 1 μPa"
"245","Phoca vitulina","Cunningham, K. A., Southall, B. L., & Reichmuth, C. (2014). Auditory sensitivity of seals and sea lions in complex listening scenarios. The Journal of the Acoustical Society of America, 136(6), 3410Ã¢Â€Â“3421. doi:10.1121/1.4900568","Cunningham, Southall & Reichmuth, 2014","10.1121/1.4900568","None","male","Sprouts (NOA0001707)","adult","None","None","captive","None","Long Marine Laboratory at the University of California at Santa Cruz, USA","36.9506","-122.065","totally underwater","None","Tests were conducted in an outdoor, semi inground, circular, concrete test pool (7.6m diameter, 1.8m depth) filled with natural seawater ranging in temperature from 10 C-16 C.","water","behavioral: go - no go & touching a target","None","None","None","2013","2013","Prior to each experimental session, projected signals were calibrated using HTP software and the ambient noise in the test environment was measured using a B&K 2250 (BrÃ¼el & Kjaer A/S, Naerum, Denmark) sound-level meter connected to the Reson TC4032. In the calibration process, received signal SPLs were calculated within specific frequency bands, the limits of which changed depending on the signal. Received levels were measured within the full signal band limits, i.e., across a band encompassing all spectral energy of the particular signal. The frequency range of calibration was taken into account when calculating threshold predictions (as described below).","50.00","500.00","None","yes","unknown","None","no","None","0.5","59.00","re 1 μPa"
"245","Phoca vitulina","Cunningham, K. A., Southall, B. L., & Reichmuth, C. (2014). Auditory sensitivity of seals and sea lions in complex listening scenarios. The Journal of the Acoustical Society of America, 136(6), 3410Ã¢Â€Â“3421. doi:10.1121/1.4900568","Cunningham, Southall & Reichmuth, 2014","10.1121/1.4900568","None","male","Sprouts (NOA0001707)","adult","None","None","captive","None","Long Marine Laboratory at the University of California at Santa Cruz, USA","36.9506","-122.065","totally underwater","None","Tests were conducted in an outdoor, semi inground, circular, concrete test pool (7.6m diameter, 1.8m depth) filled with natural seawater ranging in temperature from 10 C-16 C.","water","behavioral: go - no go & touching a target","None","None","None","2013","2013","Prior to each experimental session, projected signals were calibrated using HTP software and the ambient noise in the test environment was measured using a B&K 2250 (BrÃ¼el & Kjaer A/S, Naerum, Denmark) sound-level meter connected to the Reson TC4032. In the calibration process, received signal SPLs were calculated within specific frequency bands, the limits of which changed depending on the signal. Received levels were measured within the full signal band limits, i.e., across a band encompassing all spectral energy of the particular signal. The frequency range of calibration was taken into account when calculating threshold predictions (as described below).","50.00","500.00","None","yes","unknown","None","no","None","2.0","56.00","re 1 μPa"
"258","Phoca vitulina","Kastelein, R. A., Wensveen, P., Hoek, L., & Terhune, J. M. (2009). Underwater hearing sensitivity of harbor seals (Phoca vitulina) for narrow noise bands between 0.2 and 80 kHz. The Journal of the Acoustical Society of America, 126(1), 476Ã¢Â€Â“483. doi:10.1121/1.3132522","Kastelein et al., 2009","10.1121/1.3132522","135","female","1.0","None","None","None","captive","None","SEAMARCO's Research Institute, Netherlands","None","None","totally underwater","1.85","The measurements were conducted in an outdoor pool (8 m x 7 m, 2 m deep) with an adjacent haul-out platform.","water","behavioral: go - no go","None","None","None","2007","2008","The system was calibrated with a pistonphone (B&K 4223) and a white noise signal (0.025-40 kHz) which was inserted into the hydrophone preamplifier. Measurement results were corrected for the frequency sensitivity of the hydrophone and the frequency response of the measurement equipment. The customized analyzer consisted of an A/D-converter (Avisoft UltraSoundGate 116, 0-250 kHz) coupled to a notebook computer _sampling rate of 500 kHz_. The digitized recordings were analyzed by two parallel analysis systems: (1) a fast Fourier transform narrowband analyzer (0.025-160 kHz) and (2) a 1/3-octave band analyzer (0.025-160 kHz).","50.00","900.00","None","yes","unknown","None","no","None","0.2","63.00","re 1 μPa"
"258","Phoca vitulina","Kastelein, R. A., Wensveen, P., Hoek, L., & Terhune, J. M. (2009). Underwater hearing sensitivity of harbor seals (Phoca vitulina) for narrow noise bands between 0.2 and 80 kHz. The Journal of the Acoustical Society of America, 126(1), 476Ã¢Â€Â“483. doi:10.1121/1.3132522","Kastelein et al., 2009","10.1121/1.3132522","135","female","1.0","None","None","None","captive","None","SEAMARCO's Research Institute, Netherlands","None","None","totally underwater","1.85","The measurements were conducted in an outdoor pool (8 m x 7 m, 2 m deep) with an adjacent haul-out platform.","water","behavioral: go - no go","None","None","None","2007","2008","The system was calibrated with a pistonphone (B&K 4223) and a white noise signal (0.025-40 kHz) which was inserted into the hydrophone preamplifier. Measurement results were corrected for the frequency sensitivity of the hydrophone and the frequency response of the measurement equipment. The customized analyzer consisted of an A/D-converter (Avisoft UltraSoundGate 116, 0-250 kHz) coupled to a notebook computer _sampling rate of 500 kHz_. The digitized recordings were analyzed by two parallel analysis systems: (1) a fast Fourier transform narrowband analyzer (0.025-160 kHz) and (2) a 1/3-octave band analyzer (0.025-160 kHz).","50.00","900.00","None","yes","unknown","None","no","None","0.25","66.00","re 1 μPa"
"258","Phoca vitulina","Kastelein, R. A., Wensveen, P., Hoek, L., & Terhune, J. M. (2009). Underwater hearing sensitivity of harbor seals (Phoca vitulina) for narrow noise bands between 0.2 and 80 kHz. The Journal of the Acoustical Society of America, 126(1), 476Ã¢Â€Â“483. doi:10.1121/1.3132522","Kastelein et al., 2009","10.1121/1.3132522","135","female","1.0","None","None","None","captive","None","SEAMARCO's Research Institute, Netherlands","None","None","totally underwater","1.85","The measurements were conducted in an outdoor pool (8 m x 7 m, 2 m deep) with an adjacent haul-out platform.","water","behavioral: go - no go","None","None","None","2007","2008","The system was calibrated with a pistonphone (B&K 4223) and a white noise signal (0.025-40 kHz) which was inserted into the hydrophone preamplifier. Measurement results were corrected for the frequency sensitivity of the hydrophone and the frequency response of the measurement equipment. The customized analyzer consisted of an A/D-converter (Avisoft UltraSoundGate 116, 0-250 kHz) coupled to a notebook computer _sampling rate of 500 kHz_. The digitized recordings were analyzed by two parallel analysis systems: (1) a fast Fourier transform narrowband analyzer (0.025-160 kHz) and (2) a 1/3-octave band analyzer (0.025-160 kHz).","50.00","900.00","None","yes","unknown","None","no","None","0.5","62.00","re 1 μPa"
