Audiogram ID,Latin name,Source long,Source short,DOI,Measurements,sex,Name of the animal,Life stage,Age min in months,Age max in months,Status of liberty,Duration in captivity in months,Name of the Facility,Latitude,Longitude,Position of the animal,Distance to sound source in m,Test environment,Medium,Method,Position of the 1st electrode,Position of the 2nd electrode,Position of the 3rd electrode,Year of experiment start,Year of experiment end,Calibration,Threshold determination info in percent,Duration of test tone,Form of the tone,Staircase procedure,Method of constants,Form of the sound,Sedated,Sedation details,Frequency in kHz,SPL,SPL reference
"17","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","sub-adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","1.0","100.00","re 1 μPa"
"17","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","sub-adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","2.0","101.00","re 1 μPa"
"17","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","sub-adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","4.0","77.00","re 1 μPa"
"17","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","sub-adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","8.0","65.00","re 1 μPa"
"15","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","0.13","124.00","re 1 μPa"
"15","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","0.25","126.00","re 1 μPa"
"15","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","0.5","108.00","re 1 μPa"
"15","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","1.0","102.00","re 1 μPa"
"15","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","2.0","99.00","re 1 μPa"
"15","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","4.0","78.00","re 1 μPa"
"15","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.77","117.227","totally underwater","1.90","Tests were conducted in a pool (13 m (l) x 13 m (w) x 4 m (d)).","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","unknown","unknown","None","no","None","8.0","66.00","re 1 μPa"
"181","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","125.0","124.00","re 1 μPa"
"181","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","0.25","126.00","re 1 μPa"
"181","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","0.5","108.00","re 1 μPa"
"181","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","1.0","102.00","re 1 μPa"
"181","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","2.0","99.00","re 1 μPa"
"181","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","4.0","78.00","re 1 μPa"
"181","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","2","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","8.0","66.00","re 1 μPa"
"182","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","125.0","122.00","re 1 μPa"
"182","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","0.25","122.00","re 1 μPa"
"182","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","0.5","109.00","re 1 μPa"
"182","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","1.0","102.00","re 1 μPa"
"182","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","2.0","103.00","re 1 μPa"
"182","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","4.0","76.00","re 1 μPa"
"182","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","adult","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","8.0","65.00","re 1 μPa"
"183","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","juvenile","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","125.0","118.00","re 1 μPa"
"183","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","juvenile","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","0.25","114.00","re 1 μPa"
"183","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","juvenile","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","0.5","106.00","re 1 μPa"
"183","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","juvenile","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","1.0","100.00","re 1 μPa"
"183","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","juvenile","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","2.0","101.00","re 1 μPa"
"183","Delphinapterus leucas","Awbrey, F. T., Thomas, J. A., & Kastelein, R. A. (1988). LowÃ¢Â€Âfrequency underwater hearing sensitivity in belugas, Delphinapterus leucas. The Journal of the Acoustical Society of America, 84(6), 2273Ã¢Â€Â“2275. doi:10.1121/1.397022","Awbrey, Thomas & Kastelein, 1988","10.1121/1.397022","7","female","None","juvenile","None","None","captive","None","Sea World San Diego, USA","32.7649","-117.226","totally underwater","1.90","Test were conducted in a 13 m (l) x 13 m (w) x 4 m (d) pool.","water","behavioral: go - no go","None","None","None","None","None","None","50.00","500.00","None","yes","unknown","None","no","None","4.0","77.00","re 1 μPa"
